Key,japanese
perkSpearHunter8CompleteDesc,槍で敵を倒すとスタミナ回復。
perkSpearHunter8CompleteLongDesc,プライマルキル：\n槍で敵を倒すとスタミナが50回復する。

perkRunandGunDesc,腰撃ち精度が改善され、遠距離武器のリロード速度と移動ペナルティが軽減されます。
perkRunAndGunRank1LongDesc,狙いを定める必要はありません。質問は後にして、先に撃て。\n腰撃ち精度5%上昇。\nリロード時の移動ペナルティが通常の40%まで軽減。リロード速度が10%上昇する。
perkRunAndGunRank2LongDesc,ひきつる指のせいで厄介ごとに巻き込まれるかもしれませんが、ずいぶん助けられたこともあったはずです。\n腰撃ち精度10%上昇。\nリロード時の移動ペナルティが通常の30%まで軽減。リロード速度が20%上昇する。
perkRunAndGunRank3LongDesc,あなたの脳が目標を認識するよりも早く、銃は弾丸を吐き出します。\n腰撃ち精度15%上昇。\nリロード時の移動ペナルティが通常の20%まで軽減。リロード速度が30%上昇する。
perkRunAndGunRank4LongDesc,狂ったような速さで走ってリロードします。\n腰撃ち精度20%上昇。\nリロード時の移動ペナルティが通常の10%まで軽減。リロード速度が40%上昇する。
perkRunAndGunRank5LongDesc,あなたはラン＆ガンの技術をマスターした、非常に危険なトリガーマンです。\n腰撃ち精度25%上昇。\nリロード時に移動速度が下がらない。リロード速度が50%上昇する。


perkFiremansAlmanacAxesDesc,消防士の斧改造パーツのクラフトレシピをアンロック。
perkFiremansAlmanacAxesLongDesc,斧改造パーツ：\n消防士の斧改造パーツのクラフトレシピをアンロックします。この改造パーツを取り付けると、対物ダメージ量が33%上昇しますが、敵に対するダメージは25%低下します。
perkFiremansAlmanacCompleteDesc,焼け森や荒れ地にいる間、ダッシュ中のスタミナ回復量が上昇し、荷重制限が全解放されます。チェーンソー使用時のダメージ量200%増加。
perkFiremansAlmanacCompleteLongDesc,火事場のアドレナリン：\n煙の匂いでアドレナリンが体中を駆け巡ります。焼け森や荒れ地にいる間はダメージ量とダッシュ中のスタミナ回復量上昇し、荷重制限が全解放される。\nどのバイオームでもチェーンソー使用時、ダメージ量200%上昇。
perkFiremansAlmanacEquipmentDesc,車両の衝突被害を軽減する。
perkFiremansAlmanacEquipmentLongDesc,緊急時の運転：\n車両の衝突被害を軽減するための緊急対応運転技術を学ぶ。
perkFiremansAlmanacHarvestDesc,石炭、焼けた木材、焼けた樹木への対物ダメージ量50%上昇。
perkFiremansAlmanacHarvestLongDesc,捜索と救出：\n灰の中を突き進み、生存者を素早く見つけましょう。\n石炭、焼けた木材、焼けた樹木への対物ダメージ量50%上昇。
perkFiremansAlmanacHeatDesc,略奪時の水発見率上昇。
perkFiremansAlmanacHeatLongDesc,水： 水を持っていない消防士に何の意味があるのでしょうか？\n略奪時に汚水が見つかる確率が大幅に上がります。
perkFiremansAlmanacMolotovDesc,敵を炎上させる武器使用時、敵の炎上効果時間10%延長。
perkFiremansAlmanacMolotovLongDesc,火には火を：\nたいまつや火炎瓶といった火力関係の武器の炎上効果が10%延長される。
perkFiremansAlmanacPreventionDesc,炎上状態への耐性25%上昇。
perkFiremansAlmanacPreventionLongDesc,防火：\nプロに倣って停まれ、倒れろ、転がれ。\n炎上状態への耐性25%上昇。
perkFiremansAlmanacSpeedDesc,斧使用時、攻撃速度が25%上昇。
perkFiremansAlmanacSpeedLongDesc,スピード：\n消火活動時は1秒1秒が重要です。このテクニックを駆使して、斧使用時の攻撃速度を25%上げる。


perkNightStalkerArcheryDesc,夜間のみ、弓やクロスボウのダメージ量100%上昇。
perkNightStalkerArcheryLongDesc,アーチェリー：\n誰も避けることができません。\n夜間のみ、弓やクロスボウのダメージ量100%上昇。
perkNightStalkerBladesDesc,夜間のみ、ブレード武器のダメージ量100%上昇。
perkNightStalkerBladesLongDesc,ブレード：\n骨、鉄、鋼鉄だろうと、切れれば同じです。\n夜間のみ、ブレード武器のダメージ量100%上昇。
perkNightStalkerCompleteDesc,夜間のみ、ナイフ使用時の奇襲攻撃ダメージ量が50倍に上昇。
perkNightStalkerCompleteLongDesc,殺し屋：\n夜間のみ、ナイフ使用時の奇襲攻撃ダメージ量50倍に上昇。
perkNightStalkerSilentNightDesc,夜間のみ、発覚率5%減少。
perkNightStalkerSilentNightLongDesc,静かなる夜：\n光と音による発覚率5%減少。
perkNightStalkerSlumberPartyDesc,夜間のみ、眠っている相手への奇襲攻撃ダメージ量100%上昇。
perkNightStalkerSlumberPartyLongDesc,パジャマパーティー：\nパーティーには遅れて参加するのがベスト。\n夜間のみ、眠っている相手への奇襲攻撃ダメージ量100%上昇。
perkNightStalkerStealthDamageDesc,夜間のみ、奇襲攻撃ダメージ量100%上昇。
perkNightStalkerStealthDamageLongDesc,ステルス：\n夜の闇に紛れることで、敵により多くのダメージを与えます。\n夜間のみ、奇襲攻撃ダメージ量100%上昇。
perkNightStalkerThiefAdrenalineDesc,夜間のみ、荷重制限全解放。
perkNightStalkerThiefAdrenalineLongDesc,盗賊のアドレナリン：\nアドレナリンがほとばしる夜、重荷の重さを感じなくなります。\n夜間のみ、荷重制限全解放。
perkNightStalkerTwilightThiefDesc,夜間のみ、敵を倒した時の獲得経験値量100%増加。
perkNightStalkerTwilightThiefLongDesc,たそがれの盗賊：\n早起きは三文の得、夜更かしにも利点はあります。\n夜間のみ、敵を倒した時の獲得経験値量100%増加。

perkLuckyLooterAmmoDesc,弾薬の略奪取得量増加。
perkLuckyLooterAmmoLongDesc,弾薬：\n弾薬は多ければ多い方がいい。\n弾薬の略奪取得量100%増加。
perkLuckyLooterBooksDesc,ガラクタ類の略奪取得量増加。
perkLuckyLooterBooksLongDesc,ガラクタ：\nある人にはゴミでも、他の人には財宝かもしれない。\nガラクタ類の略奪取得量100%増加。
perkLuckyLooterBrassDesc,真鍮の略奪取得量増加。
perkLuckyLooterBrassLongDesc,真鍮：\n荒れ地では真鍮こそ新しい金なのだ。弾丸は真鍮から作られるのだから。\n真鍮の略奪取得量100%増加。
perkLuckyLooterCompleteDesc,敵が略奪品を落とす確率20%上昇
perkLuckyLooterCompleteLongDesc,ラッキーな奴：\nお前は本当に運がいい。このヒントは最高の物だ。だから最後まで取っておいた。\n敵が略奪品を落とす確率20%上昇。
perkLuckyLooterDukesDesc,デュークのカジノトークンの略奪取得量増加。
perkLuckyLooterDukesLongDesc,デュークのカジノトークン：\n正しい場所を探せば、落ちている金が見つかる。\nデュークのカジノトークンの略奪取得量50%増加。
perkLuckyLooterFoodDesc,食料の略奪取得量増加。
perkLuckyLooterFoodLongDesc,食料：\n近頃手に入るファーストフードと言えば、缶に入ったものだけだ。このヒントがあれば、少し多めに集めることができるだろう。\n食料の略奪取得量100%増加
perkLuckyLooterLeadDesc,鉛の略奪取得量増加。
perkLuckyLooterLeadLongDesc,鉛：\n終末の世界では鉛が新たな銀なのだ。\n鉛の略奪取得量100%増加。
perkLuckyLooterMedicalDesc,医療用品の略奪取得量増加。
perkLuckyLooterMedicalLongDesc,医療用品：\n数えきれないほどの切り傷、だけど包帯は足りない。\n医療用品の略奪取得量50%増加。


perkEnforcerAPAmmoDesc,AP.44マグナム弾のクラフトレシピをアンロック。
perkEnforcerAPAmmoLongDesc,アーマー貫通弾：\n犯罪者どもが防弾ベストを着ていることがあります。正義を執行するにはAP弾を使いましょう。\nAP.44マグナム弾のレシピをアンロック。
perkEnforcerApparelDesc,執行者衣装着用時、被ダメージ5%軽減。
perkEnforcerApparelLongDesc,アパレル：\nこの29ドルのスーツは見た目がいいだけでなく、受けるダメージを軽減します。\n執行者衣装着用時、被ダメージ5%軽減。
perkEnforcerCompleteDesc,.44マグナム弾が敵を貫通する。.44マグナム弾のバルククラフトレシピをアンロック。
perkEnforcerCompleteLongDesc,貫通：\n.44マグナム弾を使用する銃使用時、AP弾だけでなく、通常やハイパワー弾も敵を貫通し、複数の敵を同時に攻撃する事が可能になります。\n一括クラフト：\nおかしな奴らが多すぎて、弾が足りない。.44マグナム弾のバルククラフトレシピをアンロック。
perkEnforcerCompleteName,法執行人 - 完成
perkEnforcerCriminalPursuitDesc,.44マグナム弾を使用する銃を手に持っている間、戦闘中のダッシュスタミナ消費量100%軽減。
perkEnforcerCriminalPursuitLongDesc,犯罪者の追跡：\n激しい戦闘のさなか、極悪人追跡で放出されるアドレナリンがスタミナにブーストをかけます。\n.44マグナム弾を使用する銃を手に持っている時、戦闘中ダッシュスタミナ消費が大幅に軽減。
perkEnforcerDamageDesc,.44マグナム弾を使用する銃のダメージ量50%上昇。
perkEnforcerDamageLongDesc,ダメージ：\n.44マグナムは世界で最も強力な拳銃です。\n.44マグナム弾を使用する銃のダメージ量50%上昇。
perkEnforcerHPAmmoDesc,ハイパワー.44マグナム弾レシピをアンロック。
perkEnforcerHPAmmoLongDesc,ハイパワー弾：\n世界最強の拳銃がさらに威力を高めます。\nハイパワー.44マグナム弾レシピをアンロック。
perkEnforcerIntimidationDesc,.44マグナム弾を使用する銃を手に持っている間、トレーダーでの売買価格5%優遇。
perkEnforcerIntimidationLongDesc,威嚇：\nチンピラ業者に金品を奪われるのには飽き飽きしていますよね？\n.44マグナム弾を使用する銃を手に持っている間、トレーダーでの売買価格5%優遇。
perkEnforcerPunksDesc,マガジンの最後の1発は10倍のダメージを与える。
perkEnforcerPunksLongDesc,不運なチンピラ：\n5発撃ったか、それとも6発か？\nマガジンの最後の1発のダメージ量が10倍になる。


perkBatterUpBigHitsDesc,棍棒系武器使用時のダメージ量が50%上昇。
perkBatterUpBigHitsLongDesc,大当たり：\nこのテクニックを使ってボールをかっ飛ばしましょう。\n棍棒系武器使用時のダメージ量が50%上昇。
perkBatterUpFoulBallsDesc,敵を転ばせ、無力化する。
perkBatterUpFoulBallsLongDesc,ファウルボール：\n棍棒系武器によるパワーアタックは、25%の確率で敵を転ばせ、10倍のダメージを与え無力化する。
perkBatterUpKnockdownDesc,棍棒系武器使用時、パワーアタックのノックダウン率上昇。
perkBatterUpKnockdownLongDesc,ノックダウン：\n棍棒系武器使用時、パワーアタックのノックダウン率上昇。
perkBatterUpMaintenanceDesc,バットと棍棒の耐久値減少率30%軽減。
perkBatterUpMaintenanceLongDesc,メンテナンス：\nバットのメンテナンス方法を学べば、長持ちするようになります。\nバットと棍棒の耐久値減少率20%軽減。
perkBatterUpMetalChainDesc,バットと棍棒用のチェーン改造パーツのレシピアンロック。
perkBatterUpMetalChainLongDesc,金属チェーン改造パーツ：\nぶっ倒すにはパワーが足りませんか？金属チェーン改造パーツのクラフト方法および車いすビジネスの在庫を増やす方法を学びましょう。
perkBatterUpSlowPitchDesc,棍棒系武器使用時、敵の足にパワーアタックがヒットすると鈍足効果を与える。
perkBatterUpSlowPitchLongDesc,当て逃げ：\nこの卑劣な技を使用して、窮地を切り抜けましょう。棍棒系武器使用時、敵の足にパワーアタックがヒットすると鈍足効果を与える。
perkBatterUpStealingBasesDesc,棍棒系武器を手に持った状態で走ると、戦闘中の走行スタミナ消費量が100%軽減。
perkBatterUpStealingBasesLongDesc,盗塁：\nこのコツを覚えて、疲れ知らずで盗塁を決めましょう！棍棒系武器を手に持った状態で走ると、戦闘中の走行スタミナ消費量が大幅に軽減。


perkGreatHeistAdrenalineFallDesc,大落下！
perkGreatHeistAdrenalineFallLongDesc,アドレナリン落下：\nアドレナリンを最大限利用しろ。5000枚以上のデュークのカジノトークンを抱えている場合のみ、ダメージを受けることなく最大15メートルの高さから落下できる。
perkGreatHeistClaimedDesc,他人の土地主張範囲ブロックへの対物ダメージ量20%上昇。
perkGreatHeistClaimedLongDesc,主張：\n通常、土地主張はほとんどの泥棒の侵入を阻止するが、この本に書かれている秘密があれば、安全な場所など存在しなくなる。\n他人の土地主張範囲内のブロックへの対物ダメージ20%上昇。
perkGreatHeistCompleteDesc,ロックピック発見率20%上昇、ピッキング速度20%上昇、ロックピックが破損率15%減少、ロックピックバルククラフト解放。
perkGreatHeistCompleteLongDesc,ピッキング：\nもし法律がまだ存在していれば、破っていましたね！\nロックピック発見率20%上昇、ピッキング速度20%上昇、ロックピックが破損率15%減少。\nロックピックのバルククラフトレシピをアンロック。
perkGreatHeistGemsDesc,金塊、銀塊、ダイヤモンド原石の略奪取得量25%増加。
perkGreatHeistGemsLongDesc,宝石：\n貴重品の隠し場所を発見しよう。\n金塊、銀塊、ダイヤモンド原石の略奪取得量25%増加。
perkGreatHeistGoldRushDesc,金庫やATMから入手できるデュークのカジノトークンと旧紙幣の取得量25%増加。
perkGreatHeistGoldRushLongDesc,ゴールドラッシュ：\n叩くべき金庫がどれか、正確にわかります。\n金庫やATMから入手できるデュークのカジノトークンと旧紙幣の取得量25%増加。
perkGreatHeistMotionDetectionDesc,人感センサーをやりすごす。
perkGreatHeistMotionDetectionLongDesc,人感センサー：\n最高の略奪品には常に、人感センサーや自動砲台といった自動化された防御システムが備えられているものだ。\n人感センサーの範囲内に入っても、3秒間だけ感知されない。
perkGreatHeistSafesDesc,金庫への対物ダメージ量25%上昇。
perkGreatHeistSafesLongDesc,金庫：\n金庫の暗証番号を忘れたのか？素早くそして手軽に金庫を開ける方法を学ぶ。\n金庫への対物ダメージ量25%上昇。
perkGreatHeistSprintSneakDesc,スニークダッシュでスタミナを消費しない。
perkGreatHeistSprintSneakLongDesc,ステルスダッシュ：\n疲労することなく素早く忍び込むのは難しいけれど、不可能ではない。\nしゃがんでダッシュ中のスタミナ消費が無くなる。


perkHuntingJournalBearsDesc,クマへのダメージ量100%上昇。
perkHuntingJournalBearsLongDesc,クマ：\nクマは凶暴で、仕留めるのは極めて難しいのです。\nクマへのダメージ量100%上昇。
perkHuntingJournalCompleteDesc,動物解体時の資源獲得量25%上昇。。
perkHuntingJournalCompleteLongDesc,解体：\n仕留めた獲物を100%無駄にしない方法を学びましょう。\n動物解体時の資源獲得量25%上昇。
perkHuntingJournalCoyotesDesc,コヨーテへのダメージ量100%上昇。
perkHuntingJournalCoyotesLongDesc,コヨーテ：\n残り物を漁る砂漠に住むコヨーテは、群れになると狂暴になります。\nコヨーテへのダメージ量100%上昇。
perkHuntingJournalDeerDesc,シカへのダメージ量100%上昇。
perkHuntingJournalDeerLongDesc,シカ：\nシカは多くのハンターにとって、豊富に存在するお気に入りの獲物です。\nシカへのダメージ量100%上昇。
perkHuntingJournalMountainLionsDesc,クーガーへのダメージ量100%上昇。
perkHuntingJournalMountainLionsLongDesc,クーガー：\nこの凶暴なネコ科の動物は、雪原に生息しています。\nクーガーへのダメージ量100%上昇。
perkHuntingJournalSelfDefenseDesc,人型へのダメージ量25%上昇。
perkHuntingJournalSelfDefenseLongDesc,護身：\n襲われたとしても、このテクニックを使えば被害者にならずに済みます。\n人間やゾンビなど、人型へのダメージ量25%上昇。
perkHuntingJournalVulturesDesc,ハゲワシへのダメージ量100%上昇。
perkHuntingJournalVulturesLongDesc,ハゲワシ：\nハゲワシと遭遇するのは主に砂漠であり、傷を負ったり死にかけている獲物を襲います。\nハゲワシへのダメージ量100%上昇。
perkHuntingJournalWolvesDesc,オオカミへのダメージ量100%上昇。
perkHuntingJournalWolvesLongDesc,オオカミ：\nオオカミは典型的な捕食動物で、群れで行動するオオカミは危険です。\nオオカミへのダメージ量100%上昇。


perkArtOfMiningAvalancheDesc,崩落による被ダメージ量50%軽減。
perkArtOfMiningAvalancheLongDesc,崩壊：\n移動しながら転がる術を学べば、崩壊が起きても無事に脱出することができます。\n崩壊による被ダメージ量が50%軽減。
perkArtOfMiningBlackStrapDesc,ブラックストラップコーヒーのクラフトレシピをアンロック。
perkArtOfMiningBlackStrapLongDesc,ブラックストラップ：\n2世紀の歴史を持つ、非常に濃くて効果が長い「マックメン ブラックストラップ」コーヒーのレシピをアンロックします。\nブラックストラップコーヒーのレシピをアンロック。
perkArtOfMiningCoffeeDesc,コーヒー使用時の鉱石採掘量25%上昇。
perkArtOfMiningCoffeeLongDesc,コーヒー：\n鉱山労働者はコーヒーに目がありません。コーヒーで目が冴えている時につるはしか石斧を使うと、あらゆる鉱石の採掘量が25%上昇します。\nコーヒー使用時の鉱石採掘量10%上昇。
perkArtOfMiningCompleteDesc,鉱石の採掘量25%上昇。
perkArtOfMiningCompleteLongDesc,一発：\n適当にやっていてはグローリーホールは見つかりません。このヒントを元に、プロらしく岩を砕いてみましょう。\n鉱石の採掘量25%上昇。
perkArtOfMiningDamageDesc,採掘ツール使用時、対物ダメージ量20%上昇。
perkArtOfMiningDamageLongDesc,ダメージ：\nこれが俺の道。\n採掘ツール使用時、対物ダメージ量20%上昇。。
perkArtOfMiningDiamondToolsDesc,ダイヤモンドブレードチップ改造パーツのクラフトレシピをアンロック。
perkArtOfMiningDiamondToolsLongDesc,ダイヤモンドツール：\nつるはしを壊しても拗ねないでください。驚くほどツールや武器の耐久値を高められる、先端がダイヤモンド刃の改造パーツをクラフトできる。\nダイヤモンドブレードチップ改造パーツのクラフトレシピをアンロック。
perkArtOfMiningLuckyStrikeDesc,鉱石採掘時、宝石獲得率上昇。
perkArtOfMiningLuckyStrikeLongDesc,ラッキーストライク：\nこのちょっとしたトリックを使って、もっと多くの金塊、銀塊、ダイヤモンド原石を発見しましょう。\n鉱石採掘時、宝石獲得率上昇。
perkArtOfMiningPalletsDesc,木材、石、鉱石のバルククラフトレシピをアンロック。
perkArtOfMiningPalletsLongDesc,資源：\n鉱石が多すぎて、はかどりませんか？\n鉱石、石、木材をコンパクトにまとめて運びやすくしましょう。\n木材、石、鉱石のバルククラフトレシピをアンロック。


perkRangersAPAmmoDesc,鉄鋼矢や鉄鋼ボルトのクラフトレシピをアンロック。
perkRangersAPAmmoLongDesc,貫通矢：\n鉄鋼製の矢の前では装甲も意味をなしません。\n鉄鋼矢や鉄鋼ボルトのクラフトレシピをアンロック。
perkRangersArrowRecoveryDesc,放った矢やボルトの回収率20%上昇。
perkRangersArrowRecoveryLongDesc,矢の回収：\nこの技を学べば、放った矢やボルトの回収率が20%上がる。
perkRangersCompleteDesc,矢やボルトのバルククラフトレシピをアンロック。
perkRangersCompleteLongDesc,バルクアロー：\nあらゆる種類の矢やクロスボウ用ボルトのバルククラフトレシピをアンロック。
perkRangersCompleteName,レンジャー指南書 - 完了
perkRangersCripplingShotDesc,弓やクロスボウで足を攻撃すると、敵の足を不自由にする。
perkRangersCripplingShotLongDesc,破壊的射撃：\n弓やクロスボウで足を攻撃すると、敵の足を不自由にする。
perkRangersExplodingBoltsDesc,爆発矢とクロスボウ用爆発ボルトのクラフトレシピをアンロック。
perkRangersExplodingBoltsLongDesc,爆発矢：\nロケットランチャーではないが、十分だ。\n爆発矢とクロスボウ用爆発ボルトのクラフトレシピをアンロック。
perkRangersFlamingArrowsDesc,燃焼矢とクロスボウ用燃焼ボルトのクラフトレシピをアンロック。
perkRangersFlamingArrowsLongDesc,燃焼矢：\n空から矢の雨を降らさなければ、レンジャーの夢は完結しません。\n燃焼矢とクロスボウ用燃焼ボルトのクラフトレシピをアンロック。
perkRangersForestGuideDesc,弓の耐久値減少率を20%軽減。
perkRangersForestGuideLongDesc,メンテナンス：\n弓の清掃およびメンテナンス方法を学びましょう。\n弓の耐久値減少率を20%軽減。
perkRangersKnockdownDesc,弓やクロスボウでの奇襲攻撃成功時、敵ノックダウン率100%上昇。
perkRangersKnockdownLongDesc,ノックダウン：\n弓やクロスボウでの奇襲攻撃成功時、敵ノックダウン率100%上昇。


perkPistolPeteAPAmmoDesc,AP 9mm弾のクラフトレシピをアンロック。
perkPistolPeteAPAmmoLongDesc,アーマー貫通弾：\nAP弾による射撃は、武装したターゲットのアーマー値を無視してダメージを与えます。\nAP 9mm弾のクラフトレシピをアンロック。
perkPistolPeteCompleteDesc,9mm弾を使用する武器使用時、至近距離からの射撃は敵のアーマー値を無視し、出血ダメージを与えます。9mm弾のバルククラフトレシピをアンロック。
perkPistolPeteCompleteLongDesc,火薬やけど：\n至近距離から発射された9mm銃は敵のアーマー値を20%無視して、流血ダメージを与えます。\n9mm弾のバルククラフトレシピをアンロック。
perkPistolPeteCompleteName,ピストル・ピート- 完了
perkPistolPeteDamageDesc,9mm銃使用時のダメージ量50%上昇。
perkPistolPeteDamageLongDesc,最大ダメージ：\n9mm銃使用時のダメージ量50%上昇。
perkPistolPeteHPAmmoDesc,ハイパワー9mm弾のクラフトレシピをアンロック。
perkPistolPeteHPAmmoLongDesc,ハイパワー弾：\nこの弾丸は、着弾時により大きなダメージを与えます。\nハイパワー9mm弾のクラフトレシピをアンロック。
perkPistolPeteMaintenanceDesc,9mm銃の耐久値減少率を30%軽減。
perkPistolPeteMaintenanceLongDesc,メンテナンス：\n武器が壊れてしまうのに飽き飽きしていますか？この方法を使えば、耐久値減少率を軽減出来ます。\n9mm銃の耐久値減少率を20%軽減。
perkPistolPeteSteadyHandDesc,9mm銃使用時、連射中の弾のばらつき軽減。
perkPistolPeteSteadyHandLongDesc,安定：\n安定して射撃をすれば、ターゲットを外しにくく、弾の無駄にもなりません。\n9mm銃使用時、連射中の弾のばらつきが軽減される。
perkPistolPeteSwissKneesDesc,9mm銃で敵の足を攻撃すると、確率で敵の足を不自由にする。
perkPistolPeteSwissKneesLongDesc,穴だらけの膝：\nこの高度な技を使って、敵の膝をスイスチーズのようにしてやりましょう。\n9mm銃で1発連続命中ごとに敵の足を不自由にする確率を10%ずつ上げる。
perkPistolPeteTakeAimDesc,ADS中の9mm銃の射程距離25%延長。
perkPistolPeteTakeAimLongDesc,狙いを定める：\nADS中の9mm弾を使用する武器の最大射程と有効射程25%延長。


perkShotgunMessiahBreachingSlugsDesc,ショットガン用リーサルスラッグ弾のクラフトレシピをアンロック。
perkShotgunMessiahBreachingSlugsLongDesc,リーサルスラッグ弾：\n頑丈なブロックを突破したり、目の前の敵を肉片に変える特別な弾薬をクラフトしましょう。\nショットガン用リーサルスラッグ弾のクラフトレシピをアンロック。
perkShotgunMessiahCompleteDesc,ショットガン使用時、木製ブロックへの対物ダメージ量上昇。\nショットガン用の弾薬のバルククラフトレシピをアンロック。
perkShotgunMessiahCompleteLongDesc,一発：\n閉じ込められてしまって、今すぐ脱出したい状況ですか？この便利な技で壁に穴を開けましょう。ほとんどの乾式壁や木製の壁なら、一発で十分です。すべてのショットガン用弾薬のバルククラフトレシピをアンロック。
perkShotgunMessiahCompleteName,ショットガン・メシア - 完了
perkShotgunMessiahDamageDesc,ショットガン使用時、ダメージ量50%上昇。
perkShotgunMessiahDamageLongDesc,ダメージ：\n最大ダメージを与えるには、ターゲットのどこを撃てばいいのかを学びましょう。\nショットガン使用時、ダメージ量50%上昇。
perkShotgunMessiahLimbShotDesc,3メートル圏内のターゲットの部位破壊率上昇。
perkShotgunMessiahLimbShotLongDesc,四肢ショット：\n危険を承知でかかってこい。\n3メートル圏内のターゲットの部位破壊率上昇。
perkShotgunMessiahMagazineDesc,チューブ拡張ショットガン改造パーツのクラフトレシピをアンロック。
perkShotgunMessiahMagazineLongDesc,チューブ拡張ショットガン改造パーツ：\n弾薬充填数を増やしましょう。\nチューブ拡張ショットガン改造パーツのクラフトレシピをアンロック。
perkShotgunMessiahMaintenanceDesc,ショットガンの耐久値減少率30%軽減。
perkShotgunMessiahMaintenanceLongDesc,メンテナンス：\nショットガンの清掃およびメンテナンス方法を学びましょう。\nショットガンの耐久値減少率20%軽減。
perkShotgunMessiahPartyStarterDesc,ショットガン使用時、体力が減っていない敵へのダメージ量200%上昇。
perkShotgunMessiahPartyStarterLongDesc,パーティースターター：\n派手な爆発音でパーティーを始めましょう。\nショットガン使用時、体力が減っていない敵へのダメージ量200%上昇。
perkShotgunMessiahSlugsDesc,ショットガン用AP弾のクラフトレシピをアンロック。
perkShotgunMessiahSlugsLongDesc,スラッグ弾：\nショットガン用AP弾は貫通力が高く、バックショットよりも射程距離が長くなっています。\nショットガン用AP弾のクラフトレシピをアンロック。


perkSledgeSagaArmorCrusherDesc,スレッジハンマーのパワーアタック時、敵のアーマー値50%無効化。
perkSledgeSagaArmorCrusherLongDesc,アーマークラッシャー：\nスレッジハンマーのパワーアタック時、敵のアーマー値50%無効化。
perkSledgeSagaConcussiveStrikeDesc,敵を気絶させる確率25%上昇。
perkSledgeSagaConcussiveStrikeLongDesc,コンカッシブ・ストライク：\n敵を気絶させ、無力化する確率が上がります。 スレッジハンマー使用時、敵を気絶させる確率25%上昇。
perkSledgeSagaCrippledMoraleDesc,パワーアタックキル時、周囲にいる敵を10秒間弱体化させ、遅くします。
perkSledgeSagaCrippledMoraleLongDesc,士気阻喪：\nアンデッドでさえ、あなたの破壊力にビビっています。 スレッジハンマーのパワーアタックキル時、10秒間付近の敵のダメージ量と移動速度を20%減少させます。
perkSledgeSagaDegradationDesc,スレッジハンマーの耐久値減少率30%軽減。
perkSledgeSagaDegradationLongDesc,メンテナンス：\nすべてのスイングを完璧にし、劣化を抑えます。 スレッジハンマーの耐久値減少率20%軽減。
perkSledgeSagaKnockdownDesc,ノックダウン率10%上昇。
perkSledgeSagaKnockdownLongDesc,ノックダウン：\n顔面が床に接触します。 スレッジハンマー使用時、敵をノックダウンさせる確率10%上昇。
perkSledgeSagaPulverizingFinishersDesc,体力が30%以下の敵に与えるダメージ量1000%増加。
perkSledgeSagaPulverizingFinishersLongDesc,粉砕フィニッシュ：\n弱った敵にとどめを刺します。 スレッジハンマー使用時、体力が30%以下の敵に与えるダメージ量1000%増加。
perkSledgeSagaSavageReaperDesc,スレッジハンマーでのヘッドショットキルによる獲得経験値2倍。
perkSledgeSagaSavageReaperLongDesc,サベージ・リーパー：\n脳みそいっぱい。 スレッジハンマーでのヘッドショットキルによる獲得経験値が2倍になります。


perkSniperAPAmmoDesc,AP .308弾のクラフトレシピをアンロック。
perkSniperAPAmmoLongDesc,アーマー貫通弾：\nAP.308mm弾のクラフト方法を学び、武装した敵により多くのダメージを与えましょう。\nAP.308mm弾のクラフトレシピをアンロック。
perkSniperCompleteDesc,.308弾のバルククラフトレシピをアンロック。
perkSniperCompleteLongDesc,一括クラフト：\nすべての.308弾のバルククラフトレシピをアンロック。
perkSniperCompleteName,スナイパー - 完了
perkSniperControlledBreathingDesc,ライフルでADS中のスタミナ回復量15%上昇。
perkSniperControlledBreathingLongDesc,控えめな呼吸：\n息を止めて銃身のブレを防ぎ、ターゲットを見事に仕留める方法を学びましょう！\nライフルでADS中のスタミナ回復量15%上昇。
perkSniperCripplingShotDesc,ライフルで一部を除く敵の下半身攻撃時、足を不自由にする確率と部位破壊率上昇。
perkSniperCripplingShotLongDesc,破壊的射撃：\n走れなければ、逃げることもできません。ライフルで一部を除く敵の下半身攻撃時、足を不自由にする確率と部位破壊率上昇。
perkSniperDamageDesc,スコープ付きの銃でADS中、ダメージ量10%上昇。
perkSniperDamageLongDesc,ダメージ：\n集団の中心を狙いましょう。中心を狙えば、命中率は上がります。\nスコープ付きの銃でADS中、ダメージ量10%上昇。
perkSniperHeadShotDesc,ライフルでヘッドショット時のスタンと部位破壊率上昇。
perkSniperHeadShotLongDesc,ヘッドショット：\nたとえかすっただけでも、戦闘から退却させることはできそうです。\nライフルでヘッドショット時のスタン率と部位破壊率上昇。
perkSniperHPAmmoDesc,ハイパワー.308弾のクラフトレシピをアンロック。
perkSniperHPAmmoLongDesc,ハイパワー弾：\nハイパワー.308弾のクラフトレシピをアンロック。
perkSniperReloadDesc,ライフルのリロード速度25%上昇
perkSniperReloadLongDesc,ファストハンド：\n高度なリロードテクニックを学べば、ライフルのリロード速度が25%上昇する。


perkAutoWeaponsCompleteDesc,キルするごとに、20秒間走行速度が50%上がる。\n7.62mm弾のバルククラフトレシピをアンロック。
perkAutoWeaponsCompleteLongDesc,先制攻撃：\n戦闘時のアドレナリンによる怒りに身を任せ、敵との距離を詰めましょう。\nマシンガン使用時、キルするごとに、20秒間走行速度が50%上がる。\nすべての7.62mm弾のバルククラフトレシピをアンロック。
